author_id,pages,weight,rating_value_0,rating_value_1,rating_count_0,rating_count_1,genre_0,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,genre_9,genre_0_weight,genre_1_weight,genre_2_weight,genre_3_weight,genre_4_weight,genre_5_weight,genre_6_weight,genre_7_weight,genre_8_weight,genre_9_weight,price,bookformat_Comics,bookformat_Hardcover,bookformat_Kindle Edition,bookformat_Mass Market Paperback,bookformat_Paperback,bookformat_Spiral-bound,bookedition_First Edition,bookedition_Non first edition,bookedition_Unknown
320,304.0,839.15,4.11,4.6,21677,1,6,12,0,4,13,13,13,6,12,6,0.4,0.22,0.11,0.05,0.05,0.04,0.04,0.03,0.03,0.03,,0,0,1,0,0,0,0,0,1
2538,648.0,839.15,4.54,4.6,286561,1,3,19,16,13,13,3,13,4,3,13,0.49,0.18,0.08,0.05,0.04,0.04,0.04,0.04,0.03,0.02,,0,1,0,0,0,0,0,0,1
2672,531.0,839.15,4.11,4.6,212844,1,7,4,18,3,13,13,13,11,12,13,0.54,0.19,0.07,0.06,0.04,0.03,0.03,0.02,0.02,0.01,,0,1,0,0,0,0,0,0,1
279,303.0,839.15,4.26,4.6,321795,1,19,13,13,16,4,13,13,4,12,13,0.28,0.18,0.18,0.16,0.07,0.04,0.03,0.03,0.02,0.02,,0,1,0,0,0,0,0,0,1
2898,304.0,6259.57,3.76,4.3,6122,328,9,12,0,13,13,13,13,13,12,13,0.39,0.35,0.08,0.05,0.03,0.02,0.02,0.02,0.01,0.01,308663.0,0,1,0,0,0,0,0,0,1
2579,370.0,839.15,4.02,4.6,44370,1,4,4,13,13,13,13,4,4,12,13,0.54,0.14,0.07,0.07,0.04,0.03,0.03,0.03,0.02,0.02,,0,0,0,0,1,0,0,0,1
1607,515.0,3900.89,4.34,4.6,37389,641,16,13,16,3,13,3,13,13,12,13,0.28,0.24,0.18,0.08,0.07,0.04,0.04,0.03,0.02,0.02,,0,0,0,1,0,0,0,0,1
1699,175.0,839.15,5.0,4.6,1,1,12,4,4,4,13,13,13,13,12,13,0.39,0.2,0.12,0.08,0.05,0.04,0.03,0.03,0.02,0.02,,0,0,0,0,1,0,0,0,1
250,330.0,839.15,0.0,4.6,0,1,12,4,4,4,13,13,13,13,12,13,0.39,0.2,0.12,0.08,0.05,0.04,0.03,0.03,0.02,0.02,,0,0,0,0,1,0,0,0,1
1364,290.0,839.15,3.93,4.6,53457,1,12,13,13,13,13,13,8,13,15,13,0.68,0.13,0.05,0.04,0.02,0.02,0.01,0.01,0.01,0.01,,0,1,0,0,0,0,0,0,1
1980,432.0,839.15,4.06,4.6,17382,1,2,13,12,13,13,13,13,13,12,13,0.31,0.16,0.16,0.11,0.1,0.05,0.05,0.03,0.02,0.01,,0,1,0,0,0,0,0,0,1
344,424.0,839.15,4.19,4.6,64975,1,3,19,4,4,13,3,13,13,12,13,0.39,0.18,0.14,0.08,0.07,0.04,0.03,0.03,0.02,0.02,,0,1,0,0,0,0,0,0,1
1381,352.0,680.39,4.0,4.6,8467,364,4,4,13,13,4,13,13,13,12,13,0.42,0.15,0.12,0.08,0.05,0.05,0.04,0.04,0.03,0.03,287296.0,0,1,0,0,0,0,0,0,1
2318,352.0,839.15,4.37,4.6,15583,1,10,4,4,13,5,8,15,13,17,13,0.23,0.12,0.12,0.1,0.09,0.08,0.08,0.07,0.06,0.06,,0,1,0,0,0,0,0,0,1
742,473.0,839.15,4.41,4.6,10152,1,6,12,13,0,13,6,13,13,12,13,0.35,0.19,0.12,0.11,0.1,0.04,0.03,0.03,0.02,0.02,,0,1,0,0,0,0,1,0,0
1506,417.0,839.15,3.96,4.6,54825,1,16,4,13,13,13,13,15,4,8,13,0.42,0.15,0.14,0.09,0.05,0.05,0.04,0.03,0.01,0.01,,0,0,0,0,1,0,0,0,1
2538,648.0,839.15,4.54,4.6,286796,1,3,19,16,13,13,3,13,4,3,13,0.49,0.18,0.08,0.05,0.04,0.04,0.04,0.04,0.03,0.02,,0,1,0,0,0,0,0,0,1
2025,468.0,748.43,4.05,4.6,22216,1051,13,12,13,17,6,13,2,13,12,13,0.33,0.31,0.07,0.06,0.06,0.06,0.03,0.03,0.02,0.02,259866.0,0,1,0,0,0,0,0,0,1
694,335.0,839.15,4.05,4.6,20491,1,7,4,3,18,13,13,11,13,3,13,0.22,0.16,0.13,0.09,0.08,0.08,0.07,0.07,0.05,0.04,,0,1,0,0,0,0,0,0,1
2672,849.0,1247.38,4.3,4.7,446646,2497,4,4,4,13,3,7,17,13,12,11,0.27,0.2,0.12,0.1,0.07,0.07,0.06,0.04,0.04,0.03,304909.0,0,1,0,0,0,0,0,0,1
1243,391.0,839.15,3.85,4.6,75083,1,19,13,16,4,13,4,13,13,12,13,0.34,0.2,0.19,0.09,0.05,0.04,0.03,0.03,0.02,0.02,,0,1,0,0,0,0,0,0,1
559,464.0,839.15,4.24,4.6,7428,1,6,12,0,9,13,13,13,6,12,13,0.29,0.24,0.15,0.08,0.08,0.04,0.03,0.03,0.03,0.02,,0,1,0,0,0,0,0,0,1
1113,50.0,839.15,3.99,4.6,159,1,15,4,4,4,13,13,13,13,12,13,0.98,0.02,0.12,0.08,0.05,0.04,0.03,0.03,0.02,0.02,,0,0,0,0,1,0,0,0,1
2376,371.0,839.15,3.92,4.6,91541,1,18,11,18,4,7,13,13,13,12,4,0.29,0.19,0.13,0.12,0.06,0.06,0.06,0.04,0.03,0.02,,0,1,0,0,0,0,0,0,1
872,339.0,839.15,4.25,4.6,90098,1,4,4,13,13,13,4,4,13,12,13,0.47,0.16,0.1,0.07,0.06,0.04,0.03,0.03,0.02,0.02,,0,1,0,0,0,0,0,0,1
1557,913.0,839.15,4.4,4.6,46745,1,4,4,13,13,3,13,13,13,14,13,0.55,0.22,0.08,0.04,0.02,0.02,0.02,0.02,0.01,0.01,,0,1,0,0,0,0,0,0,1
99,368.0,839.15,4.28,4.6,2186,1,10,4,4,19,13,13,13,11,12,13,0.37,0.19,0.09,0.07,0.06,0.06,0.04,0.04,0.04,0.03,,0,1,0,0,0,0,0,0,1
1961,384.0,680.39,4.1,4.6,4251,217,12,9,0,6,13,13,13,13,12,13,0.4,0.17,0.1,0.09,0.08,0.07,0.04,0.02,0.02,0.02,258422.0,0,1,0,0,0,0,0,0,1
1735,320.0,780.18,4.18,4.8,766,490,2,13,13,13,12,13,13,13,12,13,0.47,0.13,0.11,0.11,0.11,0.02,0.02,0.02,0.01,0.02,238066.0,0,0,0,0,1,0,0,0,1
904,330.0,839.15,0.0,5.0,0,3,12,4,4,4,13,13,13,13,12,13,0.39,0.2,0.12,0.08,0.05,0.04,0.03,0.03,0.02,0.02,86478.0,0,0,1,0,0,0,0,0,1
973,320.0,839.15,4.18,4.6,7139,1,4,13,13,13,11,13,13,13,12,13,0.41,0.14,0.11,0.08,0.06,0.05,0.05,0.04,0.03,0.03,,0,1,0,0,0,0,0,0,1
2494,32.0,839.15,4.11,4.6,593,1,14,13,13,13,8,13,13,4,12,13,0.53,0.12,0.1,0.07,0.05,0.04,0.04,0.02,0.02,0.01,,0,1,0,0,0,0,0,0,1
2702,385.0,839.15,4.09,4.6,21618,1,16,16,13,13,4,8,13,13,4,13,0.4,0.21,0.15,0.09,0.05,0.03,0.03,0.02,0.01,0.01,,0,1,0,0,0,0,0,0,1
337,413.0,839.15,3.79,4.6,9016,1,6,12,6,13,0,13,13,13,12,13,0.42,0.29,0.06,0.04,0.04,0.04,0.03,0.03,0.03,0.02,,0,1,0,0,0,0,0,0,1
2827,305.0,566.99,3.81,4.4,32606,2237,4,4,13,4,13,13,13,13,12,6,0.55,0.23,0.09,0.03,0.02,0.02,0.02,0.02,0.01,0.01,283976.0,0,1,0,0,0,0,0,0,1
1032,203.0,839.15,3.61,4.6,7132,1,12,8,13,9,13,13,13,13,12,0,0.31,0.2,0.19,0.09,0.06,0.06,0.03,0.03,0.02,0.02,,0,1,0,0,0,0,0,0,1
2098,135.0,839.15,3.81,4.6,46997,1,12,9,13,0,13,13,13,13,12,13,0.5,0.15,0.1,0.09,0.04,0.03,0.03,0.03,0.02,0.02,,0,1,0,0,0,0,0,0,1
1178,273.0,6032.77,3.9,4.7,101870,5089,12,9,13,0,13,13,13,13,12,13,0.36,0.21,0.13,0.12,0.05,0.04,0.04,0.03,0.02,0.01,394852.0,0,1,0,0,0,0,0,0,1
195,460.0,839.15,3.67,4.6,9344,1,7,4,13,3,17,13,13,13,11,18,0.69,0.09,0.05,0.05,0.04,0.03,0.02,0.01,0.01,0.01,,0,0,1,0,0,0,0,0,1
1767,141.0,839.15,3.89,4.6,1710,1,16,13,13,16,15,13,4,4,12,13,0.39,0.15,0.12,0.1,0.07,0.06,0.03,0.03,0.03,0.02,,0,0,1,0,0,0,1,0,0
1497,240.0,839.15,4.3,4.6,9570,1,10,4,4,13,13,13,13,4,17,13,0.36,0.14,0.12,0.09,0.08,0.05,0.05,0.05,0.04,0.02,,0,1,0,0,0,0,0,0,1
1659,384.0,839.15,3.52,4.6,20720,1,11,4,4,18,17,13,13,13,12,13,0.34,0.23,0.12,0.08,0.07,0.05,0.04,0.02,0.02,0.02,,0,0,1,0,0,0,0,0,1
900,402.0,680.39,3.88,4.5,10709,469,0,12,13,6,13,13,13,13,6,13,0.39,0.24,0.18,0.07,0.03,0.03,0.02,0.01,0.01,0.01,577480.0,0,1,0,0,0,0,0,0,1
1101,386.0,635.03,4.27,4.7,22184,2890,11,16,4,13,13,13,13,4,12,18,0.36,0.14,0.09,0.08,0.07,0.07,0.06,0.05,0.04,0.04,144370.0,0,1,0,0,0,0,0,0,1
2738,361.0,839.15,4.11,4.6,32823,1,16,13,4,13,15,13,13,13,12,4,0.5,0.15,0.07,0.07,0.06,0.05,0.04,0.03,0.02,0.02,,0,0,0,0,1,0,0,0,1
128,40.0,839.15,5.0,4.6,20,1,12,4,4,4,13,13,13,13,12,13,1.0,0.2,0.12,0.08,0.05,0.04,0.03,0.03,0.02,0.02,,0,1,0,0,0,0,0,0,1
2757,391.0,839.15,4.39,4.6,328659,1,4,4,16,13,13,13,13,13,4,13,0.23,0.2,0.13,0.11,0.09,0.07,0.06,0.05,0.03,0.03,,0,1,0,0,0,0,0,0,1
1144,368.0,839.15,3.89,4.6,12592,1,13,7,16,13,13,13,4,13,3,13,0.22,0.19,0.11,0.09,0.08,0.08,0.07,0.05,0.05,0.05,,0,0,1,0,0,0,0,0,1
1295,630.0,839.15,4.18,4.6,37533,1,3,13,4,4,13,13,4,13,3,3,0.54,0.19,0.08,0.07,0.03,0.03,0.02,0.02,0.01,0.01,,0,1,0,0,0,0,0,0,1
1737,32.0,839.15,3.82,4.6,279,1,14,13,13,4,13,13,13,13,12,13,0.57,0.12,0.11,0.07,0.05,0.03,0.03,0.03,0.02,0.02,,0,1,0,0,0,0,0,0,1
2283,233.0,839.15,0.0,4.6,0,1,12,4,4,4,13,13,13,13,12,13,1.0,0.2,0.12,0.08,0.05,0.04,0.03,0.03,0.02,0.02,129789.0,0,0,1,0,0,0,0,0,1
397,280.0,839.15,3.73,4.6,75010,1,11,18,4,7,17,13,13,13,12,4,0.24,0.24,0.13,0.09,0.09,0.07,0.05,0.04,0.03,0.01,,0,1,0,0,0,0,0,0,1
2804,448.0,839.15,4.25,4.5,44842,795,16,16,13,13,13,13,13,13,4,13,0.44,0.13,0.13,0.1,0.06,0.05,0.03,0.02,0.02,0.02,28730.0,0,0,1,0,0,0,0,0,1
1260,226.0,839.15,4.36,4.6,7455,1,12,13,13,15,13,13,13,13,12,6,0.33,0.2,0.15,0.07,0.06,0.06,0.05,0.03,0.03,0.03,,0,1,0,0,0,0,0,0,1
2083,407.0,839.15,4.25,4.6,24507,1,3,19,13,16,3,3,13,4,12,13,0.5,0.19,0.07,0.07,0.06,0.05,0.02,0.02,0.01,0.01,,0,1,0,0,0,0,0,0,1
2177,93.0,839.15,4.2,4.6,15923,1,15,13,13,4,13,13,13,13,12,13,0.88,0.05,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.0,,0,0,1,0,0,0,0,0,1
2457,368.0,839.15,3.82,4.6,120807,1,11,18,4,18,13,13,13,13,4,13,0.33,0.17,0.16,0.1,0.06,0.06,0.04,0.03,0.02,0.02,,0,1,0,0,0,0,0,0,1
2699,464.0,839.15,4.3,4.6,8531,1,3,19,3,13,3,4,15,13,12,13,0.53,0.19,0.06,0.05,0.04,0.04,0.03,0.03,0.02,0.02,,0,1,0,0,0,0,0,0,1
1470,304.0,839.15,4.11,4.6,54491,1,12,9,13,13,8,0,13,13,12,13,0.36,0.16,0.15,0.12,0.05,0.04,0.03,0.03,0.03,0.02,,0,1,0,0,0,0,0,0,1
1274,290.0,453.59,3.91,4.5,14138,690,4,4,16,13,13,13,13,13,4,16,0.4,0.15,0.15,0.07,0.07,0.04,0.04,0.03,0.02,0.02,274159.0,0,1,0,0,0,0,0,0,1
2462,201.0,839.15,4.15,4.6,49451,1,13,12,13,13,13,13,13,13,12,6,0.26,0.22,0.18,0.1,0.09,0.07,0.03,0.02,0.02,0.01,,0,1,0,0,0,0,0,0,1
2671,256.0,839.15,4.3,4.6,41751,1,17,12,13,13,13,13,13,13,12,13,0.43,0.36,0.07,0.05,0.03,0.02,0.02,0.01,0.01,0.01,,0,1,0,0,0,0,0,0,1
1175,366.0,544.31,4.07,4.5,13035,344,3,4,11,8,4,13,4,6,12,13,0.38,0.2,0.12,0.09,0.06,0.05,0.03,0.02,0.02,0.02,160395.0,0,1,0,0,0,0,0,0,1
1058,336.0,839.15,3.97,4.3,24483,2321,4,4,13,13,3,13,4,13,12,4,0.37,0.19,0.16,0.1,0.08,0.03,0.02,0.02,0.02,0.01,,0,0,1,0,0,0,0,0,1
26,256.0,839.15,4.13,4.6,1250,1,9,12,13,0,13,13,13,13,8,13,0.38,0.24,0.08,0.06,0.06,0.05,0.04,0.04,0.03,0.02,,0,1,0,0,0,0,0,0,1
770,339.0,839.15,4.29,4.6,36642,1,12,0,13,9,6,13,13,13,12,17,0.33,0.21,0.13,0.1,0.06,0.05,0.05,0.04,0.03,0.01,,0,1,0,0,0,0,0,0,1
1317,581.0,839.15,4.31,4.6,44750,1,3,4,3,3,13,13,3,4,12,4,0.78,0.08,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.01,,0,0,1,0,0,0,0,0,1
1825,320.0,839.15,3.83,4.6,19073,1,3,19,13,4,13,13,15,4,12,3,0.33,0.25,0.15,0.07,0.05,0.04,0.03,0.03,0.03,0.02,,0,1,0,0,0,0,0,0,1
1936,418.0,839.15,4.46,4.6,72329,1,12,13,13,13,6,13,13,13,12,13,0.52,0.1,0.09,0.06,0.05,0.05,0.04,0.03,0.03,0.03,,0,1,0,0,0,0,1,0,0
1511,319.0,839.15,4.09,4.6,139193,1,3,4,4,19,13,13,13,13,12,13,0.54,0.11,0.1,0.07,0.04,0.04,0.03,0.03,0.02,0.02,,0,1,0,0,0,0,1,0,0
2884,256.0,612.35,3.92,4.7,2077,83,13,12,6,9,13,0,13,13,12,13,0.27,0.24,0.22,0.09,0.07,0.05,0.02,0.02,0.01,0.01,,0,1,0,0,0,0,0,0,1
2744,260.0,839.15,4.25,4.6,8,1,12,4,4,4,13,13,13,13,12,13,0.39,0.2,0.12,0.08,0.05,0.04,0.03,0.03,0.02,0.02,,0,0,0,0,1,0,0,0,1
2672,702.0,839.15,3.73,4.6,70415,1,7,3,4,18,13,11,4,13,12,13,0.41,0.18,0.17,0.08,0.04,0.04,0.03,0.02,0.02,0.02,,0,1,0,0,0,0,0,0,1
1240,384.0,839.15,4.19,4.6,30085,1,11,19,13,18,17,4,3,16,12,13,0.32,0.24,0.1,0.07,0.07,0.07,0.05,0.04,0.02,0.01,,0,1,0,0,0,0,0,0,1
1873,320.0,839.15,3.69,4.6,62777,1,5,19,1,4,13,4,13,13,12,13,0.46,0.17,0.13,0.06,0.04,0.04,0.03,0.03,0.02,0.01,,0,1,0,0,0,0,0,0,1
2073,32.0,7030.68,4.07,4.6,5910,634,14,13,13,4,13,3,8,13,12,13,0.64,0.12,0.09,0.04,0.03,0.02,0.02,0.02,0.01,0.01,129933.0,0,1,0,0,0,0,0,0,1
743,289.0,839.15,4.0,4.6,25125,1,18,11,4,7,13,18,13,13,12,13,0.21,0.2,0.14,0.13,0.1,0.07,0.05,0.04,0.03,0.03,,0,0,0,0,1,0,0,0,1
2185,333.0,839.15,3.79,4.6,30792,1,4,4,13,13,13,4,13,4,4,13,0.43,0.19,0.15,0.07,0.04,0.03,0.02,0.02,0.02,0.02,,0,1,0,0,0,0,0,0,1
1750,359.0,839.15,4.04,4.6,265422,1,11,18,4,18,13,13,13,13,4,18,0.25,0.2,0.18,0.1,0.08,0.06,0.03,0.03,0.02,0.02,,0,1,0,0,0,0,0,0,1
2109,190.0,839.15,4.24,4.6,5831,1,13,11,10,19,4,13,13,13,3,13,0.2,0.17,0.15,0.14,0.09,0.07,0.06,0.05,0.05,0.03,,0,1,0,0,0,0,0,0,1
2068,40.0,5805.98,4.4,4.9,10627,1788,14,13,8,13,13,4,13,13,3,13,0.53,0.14,0.08,0.06,0.05,0.05,0.04,0.03,0.01,0.01,114197.0,0,1,0,0,0,0,0,0,1
285,855.0,839.15,4.19,4.6,1228,1,13,13,0,12,6,13,13,13,12,13,0.29,0.26,0.23,0.13,0.06,0.01,0.01,0.01,0.01,0.01,,0,1,0,0,0,0,0,0,1
18,371.0,839.15,4.48,4.6,61229,1,4,13,13,13,4,13,13,13,4,13,0.46,0.13,0.11,0.06,0.05,0.05,0.04,0.04,0.03,0.03,,0,1,0,0,0,0,0,0,1
678,352.0,839.15,4.19,4.6,4441,1,2,13,13,12,13,9,13,13,12,13,0.5,0.15,0.13,0.07,0.05,0.03,0.02,0.02,0.01,0.01,,0,1,0,0,0,0,0,0,1
1163,512.0,839.15,3.89,4.6,6552,1,6,12,13,17,13,13,13,13,12,6,0.4,0.3,0.13,0.05,0.03,0.03,0.03,0.02,0.01,0.01,,0,1,0,0,0,0,0,0,1
919,395.0,839.15,4.21,4.6,63617,1,16,13,16,13,13,13,15,13,12,13,0.4,0.21,0.11,0.11,0.04,0.04,0.02,0.02,0.02,0.02,,0,0,1,0,0,0,0,0,1
687,335.0,839.15,4.15,4.6,3235,1,17,12,6,13,13,13,13,13,12,13,0.39,0.2,0.17,0.07,0.05,0.05,0.04,0.01,0.01,0.01,,0,1,0,0,0,0,0,0,1
2046,512.0,789.25,5.0,4.6,2,1,6,12,0,6,13,13,13,6,12,13,0.38,0.17,0.15,0.12,0.06,0.04,0.04,0.04,0.02,0.02,346344.0,0,1,0,0,0,0,0,0,1
1412,330.0,839.15,5.0,4.6,1,1,12,4,4,4,13,13,13,13,12,13,0.39,0.2,0.12,0.08,0.05,0.04,0.03,0.03,0.02,0.02,,0,0,0,0,1,0,0,0,1
625,136.0,4354.48,4.44,4.0,115,3,15,4,4,4,13,13,13,13,12,13,1.0,0.2,0.12,0.08,0.05,0.04,0.03,0.03,0.02,0.02,,0,0,0,0,1,0,0,0,1
2927,320.0,839.15,4.31,4.6,721,1,2,13,13,12,13,13,13,13,12,13,0.57,0.16,0.16,0.06,0.02,0.01,0.01,0.01,0.01,0.01,,0,1,0,0,0,0,0,0,1
2177,246.0,839.15,4.05,4.6,98293,1,4,15,13,13,13,4,13,13,12,4,0.41,0.13,0.11,0.1,0.06,0.06,0.03,0.03,0.03,0.03,,0,1,0,0,0,0,0,0,1
501,438.0,839.15,4.48,4.6,24515,1,3,10,4,19,13,13,13,13,12,13,0.44,0.19,0.07,0.05,0.05,0.05,0.05,0.04,0.03,0.03,,0,1,0,0,0,0,0,0,1
861,288.0,839.15,4.05,4.6,3695,1,12,13,8,13,9,13,13,13,12,0,0.31,0.24,0.14,0.1,0.08,0.04,0.02,0.02,0.02,0.02,,0,1,0,0,0,0,0,0,1
907,448.0,839.15,4.34,4.6,91297,1,4,13,13,13,13,4,4,13,12,13,0.47,0.17,0.1,0.07,0.05,0.04,0.03,0.02,0.02,0.02,,0,1,0,0,0,0,0,0,1
2326,608.0,839.15,4.17,4.6,6770,1,4,4,13,18,4,13,4,13,12,3,0.49,0.21,0.11,0.05,0.03,0.02,0.02,0.02,0.02,0.02,,0,0,0,0,1,0,0,0,1
2163,212.0,839.15,0.0,4.6,0,1,12,4,4,4,13,13,13,13,12,13,0.39,0.2,0.12,0.08,0.05,0.04,0.03,0.03,0.02,0.02,,0,0,0,0,1,0,0,0,1
72,400.0,839.15,4.45,4.6,10126,1,3,4,13,13,13,13,4,13,3,8,0.67,0.08,0.08,0.04,0.03,0.03,0.02,0.02,0.02,0.02,,0,0,1,0,0,0,0,0,1
2102,176.0,839.15,3.59,4.6,449,1,15,10,19,13,13,13,13,13,12,4,0.73,0.08,0.06,0.04,0.02,0.02,0.02,0.02,0.01,0.01,,0,1,0,0,0,0,0,0,1
2371,448.0,703.07,3.94,4.5,15930,451,3,13,4,13,13,13,3,16,17,4,0.24,0.12,0.1,0.1,0.09,0.08,0.08,0.07,0.06,0.04,115496.0,0,1,0,0,0,0,0,0,1
2769,481.0,839.15,4.19,4.6,14954,1,3,4,3,3,13,4,13,4,12,16,0.77,0.08,0.04,0.03,0.03,0.02,0.01,0.01,0.01,0.01,,0,0,1,0,0,0,0,0,1
921,195.0,839.15,3.77,4.6,10625,1,4,13,13,13,13,4,13,16,12,13,0.39,0.2,0.1,0.09,0.06,0.06,0.04,0.02,0.02,0.02,,0,1,0,0,0,0,0,0,1
1891,96.0,3628.74,4.44,5.0,353,7,15,13,13,4,13,13,13,13,12,13,0.96,0.02,0.02,0.08,0.05,0.04,0.03,0.03,0.02,0.02,,0,0,0,0,1,0,0,0,1
2110,416.0,839.15,4.12,4.6,7492,1,3,4,4,13,13,3,13,13,12,13,0.25,0.21,0.2,0.07,0.07,0.06,0.05,0.03,0.03,0.03,,0,1,0,0,0,0,0,0,1
1993,345.0,839.15,4.38,4.6,88688,1,16,13,13,16,13,13,4,13,12,13,0.4,0.19,0.14,0.12,0.04,0.03,0.02,0.02,0.02,0.02,,0,0,1,0,0,0,0,1,0
39,293.0,839.15,4.0,4.6,45738,1,19,13,13,4,15,13,4,13,4,13,0.28,0.22,0.2,0.08,0.06,0.05,0.04,0.04,0.02,0.02,,0,1,0,0,0,0,0,0,1
925,272.0,467.2,4.04,4.5,19678,3730,12,13,13,17,13,13,13,13,12,13,0.31,0.3,0.1,0.09,0.09,0.04,0.03,0.02,0.02,0.01,114341.0,0,1,0,0,0,0,0,0,1
2785,320.0,839.15,3.93,4.6,519,1,2,13,12,13,13,13,13,13,12,13,0.46,0.13,0.12,0.11,0.09,0.02,0.02,0.02,0.02,0.02,,0,0,0,0,1,0,0,0,1
1696,405.0,612.35,4.03,4.3,68501,9273,18,4,11,13,13,13,17,13,12,13,0.26,0.24,0.19,0.1,0.05,0.05,0.04,0.03,0.02,0.01,224640.0,0,1,0,0,0,0,0,0,1
829,277.0,839.15,4.01,4.6,15915,1,12,13,13,13,13,13,13,13,15,13,0.38,0.18,0.1,0.07,0.07,0.05,0.05,0.04,0.04,0.02,,0,1,0,0,0,0,0,0,1
2742,448.0,839.15,4.2,4.6,46506,1,3,4,13,4,7,13,13,11,12,13,0.47,0.15,0.09,0.08,0.06,0.04,0.04,0.03,0.02,0.02,,0,1,0,0,0,0,0,0,1
184,496.0,743.89,4.44,5.0,932,3,4,4,13,13,11,18,3,4,4,13,0.47,0.25,0.06,0.05,0.04,0.04,0.04,0.03,0.02,0.02,285275.0,0,1,0,0,0,0,0,0,1
122,64.0,839.15,4.56,4.6,3104,1,12,13,13,13,13,13,9,13,12,13,0.38,0.2,0.12,0.1,0.06,0.04,0.04,0.03,0.02,0.02,,0,0,0,0,1,0,0,0,1
641,496.0,748.43,4.1,4.4,51381,1644,3,3,11,4,13,4,17,13,12,13,0.39,0.15,0.11,0.11,0.07,0.06,0.03,0.03,0.03,0.02,648943.0,0,1,0,0,0,0,1,0,0
1322,192.0,839.15,3.87,4.6,400,1,5,4,1,13,18,3,13,13,12,13,0.54,0.11,0.11,0.09,0.09,0.06,0.03,0.03,0.02,0.02,,0,0,1,0,0,0,0,0,1
933,320.0,839.15,4.21,4.6,627,1,12,13,2,13,13,13,13,13,12,13,0.27,0.17,0.13,0.13,0.12,0.06,0.05,0.03,0.02,0.02,,0,1,0,0,0,0,0,0,1
1051,322.0,839.15,4.35,4.6,202208,1,3,19,16,13,3,4,13,13,12,3,0.5,0.2,0.08,0.05,0.05,0.04,0.03,0.02,0.02,0.01,,0,1,0,0,0,0,0,0,1
542,532.0,839.15,3.96,4.6,51953,1,4,13,4,13,13,4,13,16,12,13,0.55,0.15,0.08,0.06,0.04,0.03,0.03,0.02,0.02,0.01,,0,1,0,0,0,0,0,0,1
1528,330.0,839.15,0.0,4.6,0,1,12,4,4,4,13,13,13,13,12,13,0.39,0.2,0.12,0.08,0.05,0.04,0.03,0.03,0.02,0.02,93696.0,0,0,1,0,0,0,0,0,1
2123,752.0,839.15,3.87,4.6,26450,1,4,3,4,13,4,13,13,4,12,4,0.26,0.25,0.19,0.12,0.06,0.05,0.03,0.02,0.02,0.02,,0,1,0,0,0,0,0,0,1
2857,160.0,839.15,3.84,4.6,100,1,2,13,12,13,8,13,13,13,12,13,0.47,0.21,0.13,0.09,0.06,0.02,0.02,0.03,0.02,0.02,,0,1,0,0,0,0,0,0,1
2381,166.0,839.15,3.8,4.6,17717,1,3,4,4,13,13,13,13,13,12,13,0.48,0.12,0.08,0.06,0.06,0.06,0.06,0.04,0.03,0.02,,0,1,0,0,0,0,0,0,1
2267,224.0,839.15,4.06,4.6,12261,1,12,0,13,13,9,13,13,8,12,13,0.34,0.27,0.1,0.08,0.06,0.04,0.03,0.03,0.03,0.02,,0,0,1,0,0,0,0,0,1
2640,286.0,839.15,3.77,4.6,72721,1,19,13,16,4,13,13,13,13,4,13,0.3,0.22,0.1,0.1,0.07,0.06,0.04,0.04,0.04,0.02,,0,1,0,0,0,0,0,0,1
671,357.0,839.15,4.06,4.6,5141,1,6,12,17,13,13,13,13,6,12,13,0.41,0.28,0.23,0.02,0.02,0.02,0.01,0.01,0.01,0.01,,0,1,0,0,0,0,0,0,1
1665,300.0,839.15,4.11,4.4,14149,1064,16,13,16,13,13,13,13,13,14,13,0.35,0.13,0.13,0.12,0.07,0.06,0.04,0.04,0.03,0.03,,0,0,0,0,1,0,1,0,0
2083,379.0,839.15,4.23,4.6,13989,1,3,19,16,13,3,3,4,13,12,13,0.49,0.2,0.07,0.07,0.06,0.05,0.02,0.02,0.01,0.01,,0,1,0,0,0,0,0,0,1
1143,320.0,839.15,3.92,4.6,15530,1,4,4,13,16,13,4,13,13,12,13,0.53,0.24,0.07,0.03,0.03,0.03,0.03,0.02,0.01,0.01,,0,1,0,0,0,0,0,0,1
2171,208.0,839.15,4.07,4.6,4312,1,5,12,9,1,13,13,13,13,0,13,0.31,0.16,0.15,0.11,0.11,0.04,0.04,0.03,0.03,0.02,,0,1,0,0,0,0,0,0,1
1282,400.0,612.35,3.6,4.0,122435,5413,4,4,13,11,3,13,13,13,4,4,0.44,0.22,0.11,0.07,0.04,0.03,0.03,0.02,0.02,0.01,561744.0,0,1,0,0,0,0,0,0,1
2331,352.0,839.15,3.91,4.6,1038576,1,3,19,4,13,11,7,13,4,12,13,0.35,0.25,0.13,0.07,0.05,0.04,0.03,0.03,0.03,0.02,,0,1,0,0,0,0,0,0,1
2655,407.0,839.15,3.96,4.6,176963,1,3,19,16,4,3,13,11,13,12,3,0.47,0.22,0.1,0.05,0.04,0.04,0.03,0.02,0.02,0.01,,0,1,0,0,0,0,0,0,1
